send_date,task_id,touch_type,sent_at_ist
2026-07-28,QC-STAB-202-20260327,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-203-20260327,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-204-20260327,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-059-20260330,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-101-20260330,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-102-20260330,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-103-20260330,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-104-20260330,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-105-20260330,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-106-20260330,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-061-20260408,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-211-20260408,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-212-20260408,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-213-20260408,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-065-20260417,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-381-20260417,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-070-20260420,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-071-20260423,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-072-20260423,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-073-20260423,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-107-20260423,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-108-20260423,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-109-20260423,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-395-20260426,action_critical,2026-07-28T10:14:12+05:30
